short reference,DOI,authors,title,journal,year
"KLUEGEL, 2017",https://doi.org/10.1093/petrology/egx052,"KLUEGEL, A; GALIPP, K; HOERNLE, K; HAUFF, F; GROOM, S","GEOCHEMICAL AND VOLCANOLOGICAL EVOLUTION OF LA PALMA, CANARY ISLANDS",J PETROL,2017
"TRIBUZIO, 2019",https://doi.org/10.1093/petrology/egaa015,"TRIBUZIO, R; MANATSCHAL, G; RENNA, M; OTTOLINI, L; ZANETTI, A",TECTONO-MAGMATIC INTERPLAY AND RELATED METASOMATISM IN GABBROS OF THE CHENAILLET OPHIOLITE (WESTERN ALPS),JOURNAL OF PETROLOGY,2019
"GUO, 2016",https://doi.org/10.1016/j.lithos.2015.11.010,"GUO, P; NIU, Y; SUN, P; LIU, JINJU; ZHANG, Y; FENG, Y-X; ZHAO, J-X","THE ORIGIN OF CENOZOIC BASALTS FROM CENTRAL INNER MONGOLIA, EAST CHINA: THE CONSEQUENCE OF RECENT MANTLE METASOMATISM GENETICALLY ASSOCIATED WITH SEISMICALLY OBSERVED PALEO-PACIFIC SLAB IN THE MANTLE TRANSITION ZONE",LITHOS,2016
"GUO, 2016",https://doi.org/10.1007/s00710-016-0481-z,"GUO, G; LIU, X-D; YANG, J S; PAN, J; FAN, X; ZHOU, W; DUAN, G","TECTONIC DISCRIMINATION OF CHROMIAN SPINELS, OLIVINES AND PYROXENES IN THE NORTHEASTERN JIANGXI PROVINCE OPHIOLITE, SOUTH CHINA",MINERALOGY AND PETROLOGY,2016
"FUKUDA, 2008",https://doi.org/10.2343/geochemj.42.461,"FUKUDA, S; NAKAI, S I; NIIHORI, K; TSUKUI, M; NAKADA, S; FUJII, T; TANI, K",238U-230TH RADIOACTIVE DISEQUILIBRIUM IN THE NORTHERN IZU ARC: (230TH/232TH) IN THE SUB-ARC MANTLE,GEOCHEM J,2008
"KEMPTON, 2002",https://doi.org/10.1029/2002gc000320,"KEMPTON, P D; PEARCE, J A; BARRY, T L; FITTON, J G; LANGMUIR, C H; CHRISTIE, D M",Sr-Nd-Pb-Hf ISOTOPE RESULTS FROM ODP LEG 187: EVIDENCE FOR MANTLE DYNAMICS OF THE AUSTRALIAN-ANTARCTIC DISCORDANCE AND ORIGIN OF THE INDIAN MORB SOURCE,GEOCHEM GEOPHYS GEOSYST,2002
"WANLESS, 2012",https://doi.org/10.1029/2012GC004168,"WANLESS, V D; PERFIT, M R; KLEIN, E M; WHITE, S M; RIDLEY, W I","RECONCILING GEOCHEMICAL AND GEOPHYSICAL OBSERVATIONS OF MAGMA SUPPLY AND MELT DISTRIBUTION AT THE 9 DEGREE N OVERLAPPING SPREADING CENTER, EAST PACIFIC RISE",GEOCHEM GEOPHYS GEOSYST,2012
"WANLESS, 2012",https://doi.org/10.1038/NGEO1552,"WANLESS, V D; SHAW, A M",LOWER CRUSTAL CRYSTALLIZATION AND MELT EVOLUTION AT MID-OCEAN RIDGES,NATURE GEOSCIENCE,2012
"FREUND, 2013",https://doi.org/10.1016/j.chemgeo.2013.04.013,"FREUND, S; BEIER, C; KRUMM, S; HAASE, K M",OXYGEN ISOTOPE EVIDENCE FOR THE FORMATION OF ANDESITIC-DACITIC MAGMAS FROM THE FAST-SPREADING PACIFIC-ANTARCTIC RISE BY ASSIMILATION-FRACTIONAL CRYSTALLISATION,CHEMICAL GEOLOGY,2013
"BECCALUVA, 2007",https://doi.org/10.1016/j.epsl.2007.05.047,"BECCALUVA, L; AZZOUNI-SEKKAL, A; BENHALLOU, A; BIANCHINI, G; ELLAM, R M; MARZOLA, M; SIENA, F; STUART, F M",INTRACRATONIC ASTHENOSPHERE UPWELLING AND LITHOSPHERE REJUVENATION BENEATH THE HOGGAR SWELL (ALGERIA): EVIDENCE FROM HIMU METASOMATISED LHERZOLITE MANTLE XENOLITHS,EARTH PLANET SCI LETT,2007
"OIDUP, 2011",https://doi.org/10.1016/j.rgg.2011.02.002,"OIDUP, C; LESNOV, F P; YARMOLYUK, V; LEBEDEV, V; SALNIKOVA, E",ULTRAMAFIC AND MAFIC MAGMATISM IN SOUTHWESTERN TUVA,RUSSIAN GEOL GEOPHYS,2011
"KRUBER, 2008",https://doi.org/10.1029/2008gc002119,"KRUBER, C; THORSETH, I; PEDERSEN, R B","SEAFLOOR ALTERATION OF BASALTIC GLASS: TEXTURES, GEOCHEMISTRY, AND ENDOLITHIC MICROORGANISMS",GEOCHEM GEOPHYS GEOSYST,2008
"GLEESON, 2020",https://doi.org/10.1016/j.epsl.2020.116114,"GLEESON, M; GIBSON, S A; WILLIAMS, H M",NOVEL INSIGHTS FROM FE-ISOTOPES INTO THE LITHOLOGICAL HETEROGENEITY OF OCEAN ISLAND BASALTS AND PLUME-INFLUENCED MORBS,EARTH AND PLANETARY SCIENCE LETTERS,2020
"REINHARD, 2019",https://doi.org/10.1029/2018gc007985,"REINHARD, A; JACKSON, M G; BLUSZTAJN, J; KOPPERS, A; SIMMS, A; KONTER, J G","“PETIT SPOT” REJUVENATED VOLCANISM SUPERIMPOSED ON PLUME‐DERIVED SAMOAN SHIELD VOLCANOES: EVIDENCE FROM A 645‐M DRILL CORE FROM TUTUILA ISLAND, AMERICAN SAMOA","GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS",2019
"COOGAN, 2004",https://doi.org/10.1016/j.chemgeo.2004.01.016,"COOGAN, L A; THOMPSON, G M; MACLEOD, C J; DICK, H J B; EDWARDS, S J; HOSFORD SCHEIRER, A; BARRY, T L",A COMBINED BASALT AND PERIDOTITE PERSPECTIVE ON 14 MILLION YEARS OF MELT GENERATION AT THE ATLANTIS BANK SEGMENT OF THE SOUTHWEST INDIAN RIDGE:EVIDENCE FOR TEMPORAL CHANGES IN MANTLE DYNAMICS?,CHEMICAL GEOLOGY,2004
"IONOV, 2015",https://doi.org/10.1016/j.epsl.2015.07.007,"IONOV, D A; CARLSON, R W; DOUCET, L; GOLOVIN, A; OLEINIKOV, O",THE AGE AND HISTORY OF THE LITHOSPHERIC MANTLE OF THE SIBERIAN CRATON: Re-Os AND PGE STUDY OF PERIDOTITE XENOLITHS FROM THE OBNAZHENNAYA KIMBERLITE,EARTH PLANET SCI LETT,2015
"IONOV, 2015",https://doi.org/10.1016/j.gca.2015.06.035,"IONOV, D A; DOUCET, L; CARLSON, R W; GOLOVIN, A; KORSAKOV, A",POST-ARCHEAN FORMATION OF THE LITHOSPHERIC MANTLE IN THE CENTRAL SIBERIAN CRATON: Re-Os AND PGE STUDY OF PERIDOTITE XENOLITHS FROM THE UDACHNAYA KIMBERLITE,GEOCHIM COSMOCHIM ACTA,2015
"TRELA, 2015",https://doi.org/10.1016/j.epsl.2015.05.036,"TRELA, J; VIDITO, C; GAZEL, E; HERZBERG, C; CLASS, C; WHALEN, W; JICHA, B; BIZIMIS, M; ALVARADO, G E",RECYCLED CRUST IN THE GALÁPAGOS PLUME SOURCE AT 70 MA: IMPLICATIONS FOR PLUME EVOLUTION,EARTH PLANET SCI LETT,2015
"SUN, 2004",https://doi.org/10.1038/nature02972,"SUN, W; ARCULUS, R J; KAMENETSKY, V S; HIROSE, K",RELEASE OF GOLD-BEARING FLUIDS IN CONVERGENT MARGIN MAGMAS PROMPTED BY MAGNETITE CRYSTALLIZATION,NATURE,2004
"SUN, 2004",https://doi.org/10.1016/j.epsl.2004.02.011,"SUN, W; BENNETT, V C; KAMENETSKY, V S",THE MECHANISM OF Re ENRICHMENT IN ARC MAGMAS: EVIDENCE FROM LAU BASIN BASALTIC GLASSES AND PRIMITIVE MELT INCLUSIONS,EARTH PLANET SCI LETT,2004
"CHAKO-TCHAMABE, 2020",https://doi.org/10.1016/j.jsames.2020.102889,"CHAKO-TCHAMABE, B; CARRASCO-NUNEZ, G; DEDZO, M; KSHIRSAGAR, P; ASAAH, A","GEOCHEMICAL CHARACTERIZATION OF ALCHICHICA MAAR VOLCANO, SERDÁN-ORIENTAL BASIN, EASTERN TRANS-MEXICAN VOLCANIC BELT: INSIGHTS ON POLYMAGMATIC EVOLUTION AT MONOGENETIC VOLCANIC CLUSTERS",JOURNAL OF SOUTH AMERICAN EARTH SCIENCES,2020
"NYE, 1994",https://doi.org/10.1016/0377-0273(94)90046-9,"NYE, C L; SWANSON, S E; AVERY, V; MILLER, T P",GEOCHEMISTRY OF THE 1989–1990 ERUPTION OF REDOUBT VOLCANO: PART I. WHOLE-ROCK MAJOR- AND TRACE-ELEMENT CHEMISTRY,J VOLCANOL GEOTHERM RES,1994
"NAUMANN, 2002",https://doi.org/10.1093/petrology/43.5.859,"NAUMANN, T; GEIST, D J; KURZ, M D",PETROLOGY AND GEOCHEMISTRY OF VOLCAN CERRO AZUL: PETROLOGIC DIVERSITY AMONG THE WESTERN GALAPAGOS VOLCANOES,J PETROL,2002
"HUANG, 2016",https://doi.org/10.1016/j.gca.2016.01.015,"HUANG, S; VOLLINGER, M; FREY, F A; RHODES, J M; ZHANG, Q",COMPOSITIONAL VARIATION WITHIN THICK (>10M) FLOW UNITS OF MAUNA KEA VOLCANO CORED BY THE HAWAII SCIENTIFIC DRILLING PROJECT,GEOCHIM COSMOCHIM ACTA,2016
"HUANG, 2016",https://doi.org/10.1002/2016jb013095,"HUANG, J; LIU, S-A; GAO, Y; XIAO, Y; CHEN, S",COPPER AND ZINC ISOTOPE SYSTEMATICS OF ALTERED OCEANIC CRUST AT IODP SITE 1256 IN THE EASTERN EQUATORIAL PACIFIC,JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH,2016
"MOORE, 2021",https://doi.org/10.1016/j.jvolgeores.2020.107144,"MOORE, L; GAZEL, E; BODNAR, R","THE VOLATILE BUDGET OF HAWAIIAN MAGMATISM: CONSTRAINTS FROM MELT INCLUSIONS FROM HALEAKALA VOLCANO, HAWAII",JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,2021
"HONG, 2012",https://doi.org/10.1016/j.lithos.2012.09.005,"HONG, L-B; XU, Y-G; REN, Z-Y; CORNELL, D H; ZHANG, Y-L; LI, J; WANG, F-Y; ZHANG, H","PETROLOGY, GEOCHEMISTRY AND Re-Os ISOTOPES OF PERIDOTITE XENOLITHS FROM YANTAI, SHANDONG PROVINCE: EVIDENCE FOR PHANEROZOIC LITHOSPHERIC MANTLE BENEATH EASTERN NORTH CHINA CRATON",LITHOS,2012
"GIANOLA, 2019",https://doi.org/10.1093/petrology/egz009,"GIANOLA, O; SCHMIDT, M W; JAGOUTZ, O; RICKLI, J; BRUGUIER, O; SAMBUU, O",THE CRUST-MANTLE TRANSITION OF THE KHANTAISHIR ARC OPHIOLITE (WESTERN MONGOLIA),JOURNAL OF PETROLOGY,2019
"GLAZNER, 2020",https://doi.org/10.1007/s00410-020-01677-1,"GLAZNER, A F; BARTLEY, J; COLEMAN, D S; LINDGREN, K",APLITE DIKING AND INFILTRATION: A DIFFERENTIATION MECHANISM RESTRICTED TO PLUTONIC ROCKS,CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2020
"GLAZNER, 2020",https://doi.org/10.1130/g47634.1,"GLAZNER, A F; BARTLEY, J; LAW, B","IMMISCIBILITY AND THE ORIGIN OF LADDER STRUCTURES, MAFIC LAYERING, AND SCHLIEREN IN PLUTONS",GEOLOGY,2020
"DREYER, 2013",https://doi.org/10.1002/ggge.20239,"DREYER, B; CLAGUE, D A; GILL, J B","PETROLOGICAL VARIABILITY OF RECENT MAGMATISM AT AXIAL SEAMOUNT, JUAN DE FUCA RIDGE",GEOCHEM GEOPHYS GEOSYST,2013
"OREJANA, 2006",https://doi.org/10.1016/j.lithos.2005.03.014,"OREJANA, D; VILLASECA, C; PATERSON, B A",GEOCHEMISTRY OF PYROXENITIC AND HORNBLENDITIC XENOLITHS IN ALKALINE LAMPROPHYRES FROM THE SPANISH CENTRAL SYSTEM,LITHOS,2006
"ESLAMI, 2021",https://doi.org/10.1016/j.lithos.2020.105953,"ESLAMI, A; MALVOISIN, B; GRIECO, G; ARADI, L; MARCHESI, C; CAVALLO, A; MONTANINI, A; BORGHINI, G; MATHUR, R; IKEHATA, K; DAVIS, D; LI, C; SZABO, C",NATIVE COPPER FORMATION ASSOCIATED WITH SERPENTINIZATION IN THE CHESHMEH-BID OPHIOLITE MASSIF (SOUTHERN IRAN),LITHOS,2021
"SUN, 2003",https://doi.org/10.1130/g19832.1,"SUN, W; ARCULUS, R J; BENNETT, V C; EGGINS, S M; BINNS, R A",EVIDENCE FOR RHENIUM ENRICHMENT IN THE MANTLE WEDGE FROM SUBMARINE ARC-LIKE VOLCANIC GLASSES (PAPUA NEW GUINEA),GEOLOGY,2003
"SUN, 2003",https://doi.org/10.1016/S0009-2541(02)00416-3,"SUN, W; BENNETT, V C; EGGINS, S M; ARCULUS, R J; PERFIT, M R",RHENIUM SYSTEMATICS IN SUBMARINE MORB AND BACK-ARC BASIN GLASSES: LASER ABLATION ICP-MS RESULTS,CHEMICAL GEOLOGY,2003
"HANYU, 2011",https://doi.org/10.1016/j.epsl.2011.05.012,"HANYU, T; TATSUMI, Y; KIMURA, J-I",CONSTRAINTS ON THE ORIGIN OF THE HIMU RESERVOIR FROM He-Ne-Ar ISOTOPE SYSTEMATICS,EARTH PLANET SCI LETT,2011
"HANYU, 2011",https://doi.org/10.1029/2010gc003252,"HANYU, T; TATSUMI, Y; SENDA, R; MIYAZAKI, T; CHANG, Q; HIRAHARA, Y; TAKAHASHI, T; KAWABATA, H; SUZUKI, K; KIMURA, J-I; NAKAI, S I",GEOCHEMICAL CHARACTERISTICS AND ORIGIN OF THE HIMU RESERVOIR: A POSSIBLE MANTLE PLUME SOURCE IN THE LOWER MANTLE,GEOCHEM GEOPHYS GEOSYST,2011
"SACCANI, 2017",https://doi.org/10.1130/l602.1,"SACCANI, E; DILEK, Y; PHOTIADES, A",TIME-PROGRESSIVE MANTLE-MELT EVOLUTION AND MAGMA PRODUCTION IN A TETHYAN MARGINAL SEA: A CASE STUDY OF THE ALBANIDE-HELLENIDE OPHIOLITES,LITHOSPHERE,2017
"MILLER, 2012",https://doi.org/10.1016/j.lithos.2011.11.004,"MILLER, C; ZANETTI, A; THOENI, M; KONZETT, J; KLOETZLI, U","MAFIC AND SILICA-RICH GLASSES IN MANTLE XENOLITHS FROM WAU-EN-NAMUS, LIBYA: TEXTURAL AND GEOCHEMICAL EVIDENCE FOR PERIDOTITE-MELT REACTIONS",LITHOS,2012
"HANNIGAN, 2001",https://doi.org/10.1016/S0009-2541(00)00335-1,"HANNIGAN, R E; BASU, A R; TEICHMANN, F",MANTLE RESERVOIR GEOCHEMISTRY FROM STATISTICAL ANALYSIS OF ICP-MS TRACE ELEMENT DATA OF EQUATORIAL MID-ATLANTIC MORB GLASSES,CHEMICAL GEOLOGY,2001
"YUAN, 2007",https://doi.org/10.1016/j.chemgeo.2006.10.009,"YUAN, H-L; GAO, S; RUDNICK, R L; JIN, Z; LIU, Y-S; PUCHTEL, I S; WALKER, R J; YU, R","RE–OS EVIDENCE FOR THE AGE AND ORIGIN OF PERIDOTITES FROM THE DABIE–SULU ULTRAHIGH PRESSURE METAMORPHIC BELT, CHINA",CHEMICAL GEOLOGY,2007
"ZHANG, 2008",https://doi.org/10.1007/s00410-007-0241-5,"ZHANG, H-F; GOLDSTEIN, S L; ZHOU, X-H; SUN, M; ZHENG, J P; CAI, Y",EVOLUTION OF SUBCONTINENTAL LITHOSPHERIC MANTLE BENEATH EASTERN CHINA: Re-Os ISOTOPIC EVIDENCE FROM MANTLE XENOLITHS IN PALEOZOIC KIMBERLITES AND MESOZOIC BASALTS,CONTRIB MINERAL PETROL,2008
"SNORTUM, 2019",https://doi.org/10.1093/petrology/egz047,"SNORTUM, E; DAY, J M D; JACKSON, M G",PACIFIC LITHOSPHERE EVOLUTION INFERRED FROM AITUTAKI MANTLE XENOLITHS,JOURNAL OF PETROLOGY,2019
"JICHA, 2006",https://doi.org/10.1130/b25861.1,"JICHA, B; SINGER, B","VOLCANIC HISTORY AND MAGMATIC EVOLUTION OF SEGUAM ISLAND, ALEUTIAN ISLAND ARC, ALASKA",GEOL SOC AMER BULL,2006
"MONTANINI, 2012",https://doi.org/10.1016/j.epsl.2012.07.033,"MONTANINI, A; TRIBUZIO, R; THIRLWALL, M F",GARNET CLINOPYROXENITE LAYERS FROM THE MANTLE SEQUENCES OF THE NORTHERN APENNINE OPHIOLITES (ITALY): EVIDENCE FOR RECYCLING OF CRUSTAL MATERIAL,EARTH AND PLANETARY SCIENCE LETTERS,2012
"LU, 2013",https://doi.org/10.1016/j.gr.2012.01.008,"LU, J; ZHENG, J P; GRIFFIN, W L; YU, C M",PETROLOGY AND GEOCHEMISTRY OF PERIDOTITE XENOLITHS FROM THE LIANSHAN REGION: NATURE AND EVOLUTION OF LITHOSPHERIC MANTLE BENEATH THE LOWER YANGTZE BLOCK,GONDWANA RESEARCH,2013
"BELAY, 2019",https://doi.org/10.1038/s41467-019-10832-7,"BELAY, I; TANAKA, R; KITAGAWA, H; KOBAYASHI, K; NAKAMURA, E",ORIGIN OF OCEAN ISLAND BASALTS IN THE WEST AFRICAN PASSIVE MARGIN WITHOUT MANTLE PLUME INVOLVEMENT,NATURE COMMUNICATIONS,2019
"GAO, 2016",https://doi.org/10.1016/j.lithos.2015.12.007,"GAO, CH; DICK, H J B; LIU, Y; ZHOU, H-Y",MELT EXTRACTION AND MANTLE SOURCE AT A SOUTHWEST INDIAN RIDGE DRAGON BONE AMAGMATIC SEGMENT ON THE MARION RISE,LITHOS,2016
"LI, 2012",https://doi.org/10.1016/j.gca.2012.04.046,"LI, C; TAO, Y; QI, L; RIPLEY, E",CONTROLS ON PGE FRACTIONATION IN THE EMEISHAN PICRITES AND BASALTS: CONSTRAINTS FROM INTEGRATED LITHOPHILE–SIDEROPHILE ELEMENTS AND SR–ND ISOTOPES,GEOCHIM COSMOCHIM ACTA,2012
"PEARCE, 1995",https://doi.org/10.1144/GSL.SP.1994.081.01.04,"PEARCE, J A; ERNEWEIN, M; BLOOMER, S H; PARSON, L M; MURTON, B J; JOHNSON, L E",GEOCHEMISTRY OF LAU BASIN VOLCANIC ROCKS: INFLUENCE OF RIDGE SEGMENTATION AND ARC PROXIMITY,GEOL SOC LONDON SPEC PUB,1995
"LONG, 2019",https://doi.org/10.1016/j.lithos.2019.01.005,"LONG, X; GELDMACHER, J; HOERNLE, K; HAUFF, F; WARTHO, J-A; GARBE-SCHÖNBERG, D; GREVEMEYER, I",AGE AND ORIGIN OF RESEARCHER RIDGE AND AN EXPLANATION FOR THE 14° N ANOMALY ON THE MID-ATLANTIC RIDGE BY PLUME-RIDGE INTERACTION,LITHOS,2019
"WEHRMANN, 2014",https://doi.org/10.1007/s00531-014-1006-9,"WEHRMANN, H; HOERNLE, K; JAQUES, G; GARBE-SCHÖNBERG, D; SCHUMANN, K; MAHLKE, J; LARA, L","VOLATILE (SULPHUR AND CHLORINE), MAJOR, AND TRACE ELEMENT GEOCHEMISTRY OF MAFIC TO INTERMEDIATE TEPHRAS FROM THE CHILEAN SOUTHERN VOLCANIC ZONE (33–43°S)",INTERNATIONAL JOURNAL OF EARTH SCIENCES,2014
"NIU, 1999",https://doi.org/10.1029/1998JB900037,"NIU, Y; COLLERSON, K D; BATIZA, R; WENDT, J I; REGELOUS, M",ORIGIN OF ENRICHED-TYPE MID-OCEAN RIDGE BASALT AT RIDGES FAR FROM MANTLE PLUMES: THE EAST PACIFIC RISE AT 11 DEG 20 MIN N,J GEOPHYS RES,1999
"SU, 2015",https://doi.org/10.1016/j.epsl.2015.08.020,"SU, B-X; TENG, F-Z; HU, Y; SHI, R D; ZHOU, M-F; ZHU, B; LIU, F; GONG, X-H; HUANG, Q S; XIAO, Y; CHEN, C; HE, Y-S",IRON AND MAGNESIUM ISOTOPE FRACTIONATION IN OCEANIC LITHOSPHERE AND SUB-ARC MANTLE: PERSPECTIVES FROM OPHIOLITES,EARTH PLANET SCI LETT,2015
"JOHNSON, 2000",https://doi.org/10.1016/S0016-7037(99)00336-1,"JOHNSON, L H; BURGESS, R; TURNER, G; MILLEDGE, H J; HARRIS, J W",NOBLE GAS AND HALOGEN GEOCHEMISTRY OF MANTLE FLUIDS: COMPARISON OF AFRICAN AND CANADIAN DIAMONDS,GEOCHIM COSMOCHIM ACTA,2000
"JOHNSON, 2000",https://doi.org/10.1016/S0012-821X(00)00279-X,"JOHNSON, K T M; GRAHAM, D W; RUBIN, K H; NICOLAYSEN, K; SCHEIRER, D S; FORSYTH, D W; BAKER, E T; DOUGLAS-PRIEBE, L M","BOOMERANG SEAMOUNT: THE ACTIVE EXPRESSION OF THE AMSTERDAM - ST. PAUL HOTSPOT, SOUTHEAST INDIAN RIDGE",EARTH PLANET SCI LETT,2000
"FOURMENTRAUX, 2012",https://doi.org/10.1007/s00410-012-0720-1,"FOURMENTRAUX, C; METRICH, N; BERTAGNINI, A; ROSI, M","CRYSTAL FRACTIONATION, MAGMA STEP ASCENT, AND SYN-ERUPTIVE MINGLING: THE AVERNO 2 ERUPTION (PHLEGRAEAN FIELDS, ITALY)",CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2012
"PEARCE, 2000",https://doi.org/10.1007/s004100050572,"PEARCE, J A; BARKER, P F; EDWARDS, S J; PARKINSON, I J; LEAT, P T","GEOCHEMISTRY AND TECTONIC SIGNIFICANCE OF PERIDOTITES FROM THE SOUTH SANDWICH ARC BASIN SYSTEM, SOUTH ATLANTIC",CONTRIB MINERAL PETROL,2000
"HARRISON, 2020",https://doi.org/10.1016/j.chemgeo.2019.119324,"HARRISON, L; WEIS, D; GARCIA, M O",THE MULTIPLE DEPLETED MANTLE COMPONENTS IN THE HAWAIIAN-EMPEROR CHAIN,CHEMICAL GEOLOGY,2020
"MURTON, 2005",https://doi.org/10.1029/2004gc000798,"MURTON, B J; TINDLE, A G; MILTON, J A; SAUTER, D",HETEROGENEITY IN SOUTHERN CENTRAL INDIAN RIDGE MORB: IMPLICATIONS FOR RIDGE-HOT SPOT INTERACTION,GEOCHEM GEOPHYS GEOSYST,2005
"MARSCHALL, 2017",https://doi.org/10.1016/j.gca.2017.03.028,"MARSCHALL, H R; WANLESS, V D; SHIMIZU, N; POGGE VON STRANDMANN, P; ELLIOTT, T; MONTELEONE, B",THE BORON AND LITHIUM ISOTOPIC COMPOSITION OF MID-OCEAN RIDGE BASALTS AND THE MANTLE,GEOCHIM COSMOCHIM ACTA,2017
"HINDS, 2005",,"HINDS, J A",CONSTRUCTION OF THE OCEANIC CRUSTAL LAYER 2A: A DETAILED PETROGRAPHIC AND GEOCHEMICAL STUDY OF LAVAS FROM 9 DEG 30 MIN N AND 9 DEG 50 MIN N EAST PACIFIC RISE,"THESIS OR DISSERTATION, MASTER'S, UNIVERSITY OF FLORIDA; MONOGRAPHIC",2005
"FRETZDORFF, 2002",https://doi.org/10.1093/petrology/43.8.1435,"FRETZDORFF, S; LIVERMORE, R A; DEVEY, C W; LEAT, P T; STOFFERS, P","PETROGENESIS OF THE BACK-ARC EAST SCOTIA RIDGE, SOUTH ATLANTIC OCEAN",J PETROL,2002
"XU, 2016",https://doi.org/10.1016/j.precamres.2016.01.021,"XU, Y; YANG, K-G; POLAT, A; YANG, Z-N","THE ~860 MA MAFIC DIKES AND GRANITOIDS FROM THE NORTHERN MARGIN OF THE YANGTZE BLOCK, CHINA: A RECORD OF OCEANIC SUBDUCTION IN THE EARLY NEOPROTEROZOIC",PRECAMBRIAN RESEARCH,2016
"XU, 2016",https://doi.org/10.1130/g38466.1,"XU, B; GRIFFIN, W L; XIONG, Q; HOU, Z-Q; OREILLY, S Y; GUO, Z; PEARSON, N J; GREAU, Y; YANG, Z-M; ZHENG, Y-C",ULTRAPOTASSIC ROCKS AND XENOLITHS FROM SOUTH TIBET: CONTRASTING STYLES OF INTERACTION BETWEEN LITHOSPHERIC MANTLE AND ASTHENOSPHERE DURING CONTINENTAL COLLISION,GEOLOGY,2016
"DENG, 2017",https://doi.org/10.1016/j.precamres.2016.12.003,"DENG, H; PENG, S; POLAT, A; KUSKY, T; JIANG, X; HAN, Q; WANG, LU; HUANG, Y; WANG, JUNPENG; ZENG, W; HU, Z","NEOPROTEROZOIC IAT INTRUSION INTO MESOPROTEROZOIC MOR MIAOWAN OPHIOLITE, YANGTZE CRATON: EVIDENCE FOR EVOLVING TECTONIC SETTINGS",PRECAMBRIAN RESEARCH,2017
"CHRISTIE, 2004",https://doi.org/10.1594/IEDA/100438,"CHRISTIE, D M; PYLE, D G; SYLVANDER, B A","MAJOR AND TRACE ELEMENT COMPOSITION OF BASALTS FROM THE SOUTHEAST INDIAN RIDGE (WESTWARD CRUISE, LEG 10)",EARTHCHEM LIBRARY,2004
"CHRISTIE, 2004",https://doi.org/10.1594/IEDA/100439,"CHRISTIE, D M","SUBMITTED DATA SET: MAJOR AND TRACE ELEMENT COMPOSITION OF BASALTS FROM THE GALAPAGOS ARCHIPELAGO, PLUME 2 CRUISE",EARTHCHEM LIBRARY,2004
"AHMED, 2016",https://doi.org/10.1016/j.lithos.2015.11.016,"AHMED, A; MOGHAZI, A; MOUFTI, M; DAWOOD, Y; ALI, K","NATURE OF THE LITHOSPHERIC MANTLE BENEATH THE ARABIAN SHIELD AND GENESIS OF AL-SPINEL MICROPODS: EVIDENCE FROM THE MANTLE XENOLITHS OF HARRAT KISHB, WESTERN SAUDI ARABIA",LITHOS,2016
"SCHILLING, 1992",https://doi.org/10.1029/92JB00415,"SCHILLING, J-G; KINGSLEY, R H; HANAN, B B; MCCULLY, B L",ND-SR-PB ISOTOPIC VARIATIONS ALONG THE GULF OF ADEN: EVIDENCE FOR AFAR MANTLE PLUME-CONTINENTAL LITHOSPHERE INTERACTION,J GEOPHYS RES,1992
"CHOI, 2014",https://doi.org/10.1016/j.jseaes.2014.05.010,"CHOI, H-O; CHOI, S-H; YU, Y","ISOTOPE GEOCHEMISTRY OF JEONGOK BASALTS, NORTHERNMOST SOUTH KOREA: IMPLICATIONS FOR THE ENRICHED MANTLE END-MEMBER",J ASIAN EARTH SCI,2014
"NASIR, 2010",https://doi.org/10.1016/j.lithos.2010.03.012,"NASIR, S; EVERARD, J L; MCCLENAGHAN, M P; BOMBARDIERI, D; WORTHING, M A",THE PETROLOGY OF HIGH PRESSURE XENOLITHS AND ASSOCIATED CENOZOIC BASALTS FROM NORTHEASTERN TASMANIA,LITHOS,2010
"PERINELLI, 2011",https://doi.org/10.1093/petrology/egq099,"PERINELLI, C; ARMIENTI, P; DALLAI, L","THERMAL EVOLUTION OF THE LITHOSPHERE IN RIFT ENVIRONMENT AS INFERRED FROM THE GEOCHEMSITRY OF MANTLE CUMULATES, NORTHERN VICTORIA LAND, ANTARCTICA",J PETROL,2011
"GEIST, 2008",https://doi.org/10.1007/s00445-007-0160-3,"GEIST, D J; HARPP, K S; NAUMANN, T; POLAND, M; YAN, Q; HALL, M L; RADER, E","THE 2005 ERUPTION OF SIERRA NEGRA VOLCANO, GALAPAGOS, ECUADOR",BULL VOLCANOL,2008
"GEIST, 2008",https://doi.org/10.1029/2007gc001795,"GEIST, D J; DIEFENBACH, B; FORNARI, D J; KURZ, M D; HARPP, K S; BLUSZTAJN, J",CONSTRUCTION OF THE GALÁPAGOS PLATFORM BY LARGE SUBMARINE VOLCANIC TERRACES,GEOCHEM GEOPHYS GEOSYST,2008
"DEBAILLE, 2006",https://doi.org/10.1016/j.epsl.2005.11.004,"DEBAILLE, V; BLICHERT-TOFT, J; AGRANIER, A; DOUCELANCE, R; SCHIANO, P; ALBAREDE, F","GEOCHEMICL COMPONENT RELATIONSHIPS IN MORBFROM THE MID-ATLANTIC RIDGE, 22-35degN",EARTH PLANET SCI LETT,2006
